,1.5478,11.183,69.849,1.4429,1.0406
,1.5478,11.183,69.849,1.4429,1.0406
,1.5478,11.183,69.849,1.4429,1.0406
,1.6093,11.253,70.414,1.4514,1.0686
,1.6367,11.265,70.648,1.4529,1.0898
,1.6594,11.655,73.387,1.5034,1.1058
,1.6726,11.82,73.802,1.5243,1.1194
,1.6761,11.863,73.688,1.5293,1.1176
,1.6761,11.863,73.688,1.5293,1.1176
,1.6761,11.863,73.688,1.5293,1.1176
,1.6754,11.597,73.049,1.4955,1.1166
,1.6306,11.288,71.207,1.4554,1.0975
,1.6251,11.249,70.491,1.4503,1.101
,1.6423,11.326,71.19,1.4594,1.1153
,1.6713,11.579,72.415,1.4922,1.1245
,1.6713,11.579,72.415,1.4922,1.1245
,1.6713,11.579,72.415,1.4922,1.1245
,1.6372,11.305,70.842,1.4571,1.1053
,1.5903,10.775,68.24,1.3887,1.074
,1.573,10.672,67.686,1.3755,1.0654
,1.5926,10.671,67.285,1.3753,1.0592
,1.5932,10.572,67.008,1.3631,1.0653
,1.5932,10.572,67.008,1.3631,1.0653
,1.5932,10.572,67.008,1.3631,1.0653
,1.5999,10.728,67.155,1.3827,1.0644
,1.6058,10.93,68.708,1.4087,1.0693
,1.6353,11.095,69.965,1.43,1.0785
,1.6422,11.087,69.64,1.4294,1.0902
,1.6563,11.071,69.5,1.4274,1.1138
,1.6563,11.071,69.5,1.4274,1.1138
,1.6563,11.071,69.5,1.4274,1.1138
,1.6463,10.954,68.705,1.4125,1.107
,1.65,11.034,68.877,1.4231,1.1075
,1.6735,11.167,69.944,1.4401,1.1235
,1.6992,11.329,71.1,1.4612,1.139
,1.7243,11.398,71.322,1.4698,1.1486
,1.7243,11.398,71.322,1.4698,1.1486
,1.7243,11.398,71.322,1.4698,1.1486
,1.729,11.58,72.582,1.4935,1.1481
,1.7171,11.461,71.946,1.4784,1.1401
,1.6636,11.143,69.951,1.4376,1.1111
,1.6484,11.017,69.054,1.4212,1.1074
,1.6887,11.244,70.231,1.4503,1.131
,1.6887,11.244,70.231,1.4503,1.131
,1.6887,11.244,70.231,1.4503,1.131
,1.6638,11.065,69.383,1.4271,1.1179
,1.6736,11.068,70.564,1.4274,1.1298
,1.6722,11.042,70.74,1.4239,1.1305
,1.6913,11.166,71.546,1.44,1.1334
,1.6936,11.082,70.923,1.4292,1.1351
,1.6936,11.082,70.923,1.4292,1.1351
,1.6936,11.082,70.923,1.4292,1.1351
,1.6979,11.301,72.626,1.4576,1.139
,1.683,11.249,72.422,1.4508,1.1368
,1.6713,11.167,71.781,1.4402,1.1256
,1.6659,11.119,72.271,1.4341,1.122
,1.6617,10.979,72.302,1.4157,1.1197
,1.6617,10.979,72.302,1.4157,1.1197
,1.6617,10.979,72.302,1.4157,1.1197
,1.6578,10.937,73.16,1.4101,1.1194
,1.6551,10.926,73.19,1.4083,1.1164
,1.6605,10.944,72.683,1.4104,1.1233
,1.6584,10.941,73.006,1.4102,1.1232
,1.6446,11.031,73.524,1.4222,1.1236
,1.6446,11.031,73.524,1.4222,1.1236
,1.6446,11.031,73.524,1.4222,1.1236
,1.6095,10.693,71.511,1.3786,1.0972
,1.5892,10.743,71.415,1.3851,1.0835
,1.5961,10.715,70.679,1.3815,1.0805
,1.6357,10.649,71.257,1.3732,1.0743
,1.6659,10.852,72.076,1.3997,1.0846
,1.6659,10.852,72.076,1.3997,1.0846
,1.6659,10.852,72.076,1.3997,1.0846
,1.6752,10.984,72.822,1.4168,1.0863
,1.6543,10.829,71.813,1.3969,1.0793
,1.6326,10.839,71.711,1.3981,1.0648
,1.6358,11.268,73.13,1.4536,1.0633
,1.6276,11.177,72.929,1.4422,1.0644
,1.6276,11.177,72.929,1.4422,1.0644
,1.6276,11.177,72.929,1.4422,1.0644
,1.6462,11.303,73.489,1.4587,1.0759
,1.6584,11.371,74.417,1.4672,1.0862
,1.6478,11.315,73.978,1.46,1.082
,1.6387,11.226,73.257,1.4606,1.0734
,1.6359,11.098,72.518,1.4319,1.077
,1.6359,11.098,72.518,1.4319,1.077
,1.6359,11.098,72.518,1.4319,1.077
,1.6316,11.005,73.15,1.42,1.0763
,1.6278,11.081,72.402,1.4297,1.0743
,1.6409,11.152,72.762,1.4388,1.0862
,1.6716,11.369,73.862,1.467,1.0954
,1.6756,11.442,73.938,1.4764,1.0997
,1.6756,11.442,73.938,1.4764,1.0997
,1.6756,11.442,73.938,1.4764,1.0997
,1.6844,11.557,74.547,1.4909,1.1047
,1.676,11.352,73.258,1.4646,1.1049
,1.6868,11.402,73.838,1.4712,1.1119
,1.6873,11.375,73.358,1.4676,1.1057
,1.6873,11.375,73.358,1.4676,1.1057
,1.6873,11.375,73.358,1.4676,1.1057
,1.6873,11.375,73.358,1.4676,1.1057
,1.6873,11.375,73.358,1.4676,1.1057
,1.6995,11.541,73.826,1.4892,1.1217
,1.7118,11.574,74.183,1.4934,1.1337
,1.7081,11.548,74.142,1.4901,1.1292
,1.7238,11.464,73.751,1.4792,1.1328
,1.7238,11.464,73.751,1.4792,1.1328
,1.7238,11.464,73.751,1.4792,1.1328
,1.7057,11.296,73.137,1.4575,1.1241
,1.7009,11.279,73.454,1.4553,1.1254
,1.7024,11.297,73.364,1.4577,1.1259
,1.6871,11.278,72.664,1.4552,1.1151
,1.6669,11.319,72.695,1.4605,1.1038
,1.6669,11.319,72.695,1.4605,1.1038
,1.6669,11.319,72.695,1.4605,1.1038
,1.6739,11.293,73.217,1.4571,1.1102
,1.689,11.309,73.715,1.4592,1.1232
,1.6761,11.44,73.854,1.4761,1.1127
,1.6865,11.516,74.172,1.486,1.1194
,1.6865,11.516,74.172,1.486,1.1194
,1.6865,11.516,74.172,1.486,1.1194
,1.6865,11.516,74.172,1.486,1.1194
,1.6964,11.518,74.178,1.4862,1.124
,1.7059,11.725,74.587,1.5129,1.1288
,1.7029,11.652,74.556,1.5034,1.1285
,1.7143,11.706,74.163,1.5105,1.1303
,1.7,11.681,74.281,1.5072,1.1227
,1.7,11.681,74.281,1.5072,1.1227
,1.7,11.681,74.281,1.5072,1.1227
,1.6756,11.707,74.789,1.5106,1.1128
